freq (GHz)   S (cm-1/mol/cm^2)  E_low (cm-1) 
   384.836494  1.08064e-26        6.360 
   384.935400  4.09335e-22      297.418 
   385.028563  5.03245e-22      243.898 
   385.597426  1.88486e-25     1845.610 
   385.871839  8.24858e-22      152.578 
   386.439733  1.41997e-26     2463.584 
   386.604493  7.11835e-22       90.817 
   386.716638  5.48882e-26     2121.003 
   386.737622  2.30717e-23      807.237 
   387.507239  8.77969e-25      911.880 
   387.528267  1.44804e-26     2415.448 
   387.564519  6.24711e-22      256.741 
   388.033793  3.46321e-27     2728.896 
   388.128638  1.48279e-28     3412.584 
   388.233922  7.51933e-28     3061.294 
   388.259618  6.34277e-23      435.037 
   388.322815  4.09807e-22       20.294 
   388.912089  3.32108e-22      437.827 
   389.325027  3.52841e-23       71.383 
   390.196551  8.79385e-27     2334.643 
   390.486717  2.45629e-25     1842.496 
   390.718084  6.92754e-27     2126.516 
   391.295923  2.76235e-28     3051.048 
   391.417340  5.48882e-28     3173.913 
   391.707935  4.07173e-23      572.731 
   391.763303  3.10727e-26     1756.621 
   392.365802  3.72545e-25     1185.344 
   392.991335  2.06291e-25     1300.468 
   393.396329  4.96683e-23     1010.425 
   394.436855  1.43840e-21      141.501 
   394.439313  5.53961e-23      613.974 
   394.581934  2.19422e-22       29.185 
   394.613531  6.22701e-26     1622.291 
   394.664700  8.24289e-23      128.446 
   394.776395  2.29974e-23      729.737 
   396.079433  1.18435e-22      446.984 
   396.264689  3.29518e-24       90.817 
   397.009898  3.42673e-22      197.833 
   397.482655  1.15446e-23      906.031 
   397.571302  3.79646e-24     1207.975 
   398.732253  2.85417e-24      565.074 
   398.767750  1.11630e-26     1984.827 
   398.915289  2.56495e-24      379.716 
   399.299608  1.45539e-22      744.603 
   399.487908  1.01246e-22      204.883 
   399.840062  5.18059e-24     1101.582 
   399.914628  5.85301e-22      327.708 
   399.921263  2.73829e-27     2835.845 
   400.466274  5.92897e-26     2166.620 
   401.652696  5.93717e-22      292.875 
   401.858743  2.08727e-24     1316.358 
   401.979663  1.89356e-24     1390.571 
   402.016185  2.10223e-25     1888.770 
   403.153111  3.29898e-22      213.369 
   403.546352  7.57145e-25     1550.324 
   403.826992  9.36870e-23      300.686 
   404.908662  2.47959e-25     1803.438 
   405.107811  2.97632e-24      358.890 
   405.949989  7.34141e-26     2075.658 
   406.673501  1.96825e-26     2366.938 
   406.955385  2.11339e-28     3354.622 
   407.081421  4.78387e-27     2677.228 
   407.175164  1.05507e-27     3006.475 
   407.271943  3.56434e-25     1621.869 
   407.606005  8.63931e-22      113.336 
   407.716580  7.17760e-23      415.843 
   408.516632  2.24481e-23       65.635 
   408.911887  4.87842e-22      223.056 
   410.608217  4.68036e-22       24.671 
   411.186116  4.73129e-23      550.336 
   411.701483  1.26090e-26     2516.735 
   412.380239  9.56267e-26     1500.274 
   412.877776  4.62040e-28     3233.946 
   413.375134  4.96340e-22      279.086 
   413.926356  7.64151e-23      119.500 
   414.259313  2.73451e-23      704.143 
   414.742463  1.57210e-21      154.658 
   415.742218  1.18326e-24      879.340 
   415.929743  3.49284e-28     2812.047 
   416.825554  6.87986e-22      289.053 
   416.954648  1.40113e-23      877.240 
   417.451330  3.94257e-23     1082.859 
   417.528302  5.11304e-26     2216.663 
   418.671807  9.27853e-23      858.610 
   418.815796  1.03748e-22      192.736 
   419.019033  5.58444e-22      331.435 
   419.286468  6.41031e-24     1069.599 
   419.769093  1.94348e-22      684.519 
   420.002337  2.81955e-24     1285.148 
   421.207609  6.22701e-24      236.696 
   421.265857  2.63014e-24     1281.186 
   421.452093  2.02619e-24      645.125 
   422.901401  9.71134e-25     1511.967 
   423.209128  1.01130e-22      285.337 
   423.499592  2.35819e-27     2892.761 
   423.513695  5.16868e-22       29.988 
   423.747955  5.52560e-25     1082.859 
   423.896132  1.50688e-28     2987.969 
   424.199747  3.23504e-25     1761.902 
   425.166035  9.73821e-26     2030.949 
   425.432807  4.87393e-27     2228.237 
   425.465295  2.91527e-25     1261.506 
   425.775426  2.98937e-28     3297.289 
   425.804206  2.65387e-26     2319.062 
   426.107184  1.46886e-27     2952.286 
   426.117219  6.55510e-27     2626.192 
   427.137553  8.02748e-23      397.291 
   427.273923  6.15006e-25     1673.826 
   427.688419  9.59355e-24       60.527 
   428.592005  6.89889e-25     1533.444 
   428.609816  4.61827e-26     1711.256 
   428.768082  4.17330e-22      336.198 
   429.863842  1.91637e-22      659.183 
   430.193704  1.05604e-21      180.632 
   430.228645  1.66180e-21      168.493 
   430.232311  1.02560e-21      138.227 
   430.347555  7.85198e-22      253.170 
   430.629814  5.43975e-23      528.582 
   430.844775  2.08247e-24      732.935 
   431.001836  3.47280e-22      229.521 
   431.126727  4.84372e-24      450.799 
   431.501574  1.07939e-26     2570.543 
   431.748174  2.45742e-24      617.855 
   433.160101  6.73565e-23      111.194 
   433.709765  3.21943e-23      679.191 
   433.786830  1.93010e-24     1365.097 
   434.585084  5.81406e-22       19.197 
   434.987850  2.14082e-23     1250.970 
   435.452039  3.87507e-28     3294.612 
   436.050203  7.61516e-25      978.687 
   436.396572  1.68492e-23      849.091 
   436.578423  3.26046e-22      484.919 
   437.139591  1.20970e-24     1447.855 
   437.827736  2.33711e-27     2385.135 
   438.111820  1.03915e-22      181.229 
   438.655814  8.00165e-25     1629.961 
   438.705392  7.86284e-24     1038.256 
   438.763813  2.67226e-24      401.125 
   438.898497  1.52258e-24     1472.542 
   439.632470  5.19851e-22      372.404 
   440.105088  1.54021e-23     1331.749 
   440.412638  8.68119e-22      220.036 
   440.484005  3.01981e-23     1172.620 
   440.548476  2.79949e-24     1350.402 
   440.648190  3.28685e-24     1246.654 
   440.853578  2.37017e-24      423.121 
   441.396064  3.37038e-22      246.236 
   441.996793  1.96870e-24       70.722 
   442.200658  2.05343e-25     1935.621 
   442.234475  1.23532e-24     1474.249 
   442.557780  1.07518e-22      270.628 
   442.671575  2.19674e-26     2227.662 
   443.178899  2.58095e-22      627.131 
   443.471542  4.18677e-25     1721.004 
   443.578786  1.70365e-25     1380.102 
   443.791755  4.81370e-22      316.632 
   444.235468  2.44782e-26     1849.041 
   444.365510  1.28197e-25     1986.876 
   444.511452  1.98783e-27     2950.325 
   444.589140  4.19739e-28     3240.584 
   444.921010  3.55205e-26     2271.820 
   445.030434  2.03039e-27     2898.728 
   445.141719  8.91619e-27     2575.788 
   446.525150  8.86909e-23      379.381 
   446.951221  1.67834e-25     1983.220 
   447.324195  1.08863e-28     3029.747 
   447.487277  9.29564e-22      189.617 
   448.796492  8.85889e-24     1096.994 
   449.384147  1.77247e-21      182.843 
   449.411349  4.69007e-26     2267.317 
   449.716773  9.62896e-25      944.986 
   450.041185  6.18984e-23      507.471 
   451.490385  5.80870e-22       35.478 
   451.756052  3.16067e-23     1157.551 
   452.247727  9.64893e-22      161.876 
   452.369973  5.53834e-23      103.528 
   452.786922  3.01078e-22      345.413 
   452.819212  2.29076e-28     2928.747 
   453.129613  3.75474e-23      654.880 
   453.478416  8.86705e-22      235.619 
   453.703920  8.25048e-22      269.669 
   453.717075  6.39704e-22       21.750 
   454.098141  9.36439e-22      204.139 
   455.093098  4.30407e-23     1096.784 
   455.141886  1.18790e-21      165.450 
   455.159572  9.69347e-22      175.236 
   455.247116  7.56100e-22      306.272 
   455.348224  9.71134e-22      136.782 
   455.768568  6.19840e-22       42.347 
   455.809962  2.00900e-23      821.583 
   456.352312  9.80797e-22      148.917 
   456.576509  1.12559e-23     1414.875 
   456.878960  3.20464e-28     3355.918 
   457.315493  9.45974e-22      114.309 
   457.379314  1.01386e-22      170.364 
   457.466811  9.66450e-22      125.184 
   457.589087  1.73852e-27     2424.967 
   458.098193  9.56267e-24     1007.554 
   458.386732  9.22740e-22      104.035 
   458.531662  8.88136e-22       94.435 
   458.611743  6.83879e-22      345.413 
   458.756916  9.47937e-27     2624.977 
   459.069298  7.85560e-28     2928.538 
   459.070536  8.47187e-22       85.465 
   459.257962  7.96488e-22       77.149 
   459.528388  7.37699e-22       69.471 
   459.668358  6.69544e-22       62.438 
   459.799888  5.92079e-22       56.046 
   459.878990  5.04173e-22       50.295 
   459.936107  4.04743e-22       45.185 
   459.969174  2.91326e-22       40.715 
   459.987170  1.59433e-22       36.885 
   460.006894  4.07361e-24     1212.761 
   460.379842  2.24429e-25     1339.986 
   461.383692  1.94482e-25        6.360 
   461.410201  2.54319e-23      869.776 
   461.546356  1.55948e-24     1437.170 
   461.849268  3.36728e-27     2332.253 
   461.875905  1.12481e-22      256.562 
   462.724894  5.37749e-25     1680.743 
   463.011430  2.34628e-22       41.953 
   463.055024  3.91994e-26     2318.666 
   463.326227  4.78387e-22      415.761 
   463.396903  5.85301e-28     3184.508 
   463.549137  1.67486e-25     1943.439 
   463.558860  1.50723e-24       13.313 
   463.945357  2.78599e-27     2845.801 
   464.024528  4.71823e-26     2225.213 
   464.155445  1.20387e-26     2526.017 
   464.287759  6.11617e-22      387.068 
   464.355899  3.36573e-26     1802.529 
   464.664644  8.03488e-23      924.806 
   465.416363  1.77533e-24      701.408 
   465.622061  3.44175e-22      263.555 
   465.751158  1.85131e-21      197.833 
   465.881816  9.68009e-23      362.113 
   466.176844  2.08151e-24      672.972 
   466.789747  6.56416e-22      256.741 
   466.887685  3.38360e-22      572.494 
   468.903488  5.62833e-24       22.727 
   469.001827  4.86272e-25     1763.346 
   469.195659  1.68919e-27     3008.520 
   469.372353  1.94751e-26     1886.523 
   469.422343  6.97075e-23      487.002 
   471.190476  4.11414e-22      377.306 
   471.463300  1.15606e-24     1557.206 
   471.559614  4.10468e-23       96.502 
   471.894370  1.26322e-21      211.076 
   472.037561  1.51803e-22      493.983 
   472.139379  6.59294e-23      668.770 
   472.520782  4.33890e-23      631.211 
   472.706132  5.41476e-22      431.216 
   472.851354  7.07586e-22       24.942 
   473.437712  2.35874e-24      445.701 
   474.340280  5.38120e-24      203.463 
   475.196476  2.37399e-23      794.716 
   475.865881  4.58859e-22      356.530 
   476.621547  9.58692e-23      160.139 
   476.625543  6.15856e-23     1023.547 
   476.971185  7.92829e-27     2680.078 
   477.466179  1.15366e-23      977.492 
   478.826189  3.34410e-22      281.446 
   479.317518  1.39791e-23       34.550 
   479.343097  5.01048e-24     1179.507 
   479.732823  1.75744e-22      716.933 
   480.092905  2.65020e-28     3417.857 
   480.746783  1.49927e-25     1414.875 
   480.838305  1.95335e-24     1400.729 
   481.166236  1.15632e-22      243.137 
   481.201419  1.57210e-28     3483.492 
   481.237063  2.12412e-24      468.867 
   481.887045  6.32819e-25     1047.824 
   481.960629  6.85771e-25     1641.119 
   482.199085  8.10736e-28     3129.061 
   482.503149  1.34023e-21      194.982 
   482.717623  2.17260e-25     1900.637 
   482.852393  3.79734e-27     2793.505 
   483.094850  4.98861e-26     2123.434 
   483.115366  6.22414e-26     2179.240 
   483.158912  1.61465e-26     2476.879 
   483.994168  3.11300e-22      534.311 
   484.199871  4.75094e-22      477.832 
   484.227262  1.93678e-21      213.369 
   484.270880  7.11507e-22       57.398 
   484.346385  8.33641e-24     1500.274 
   485.040520  7.70334e-25     1012.961 
   485.209940  1.04347e-22      345.486 
   488.534567  1.66986e-27     2492.587 
   488.728503  4.34990e-22      520.643 
   488.775312  7.76925e-23      467.174 
   489.564047  1.39759e-27     3067.366 
   489.637013  7.72644e-25     1010.425 
   489.809341  5.13073e-24      404.456 
   489.819668  4.35090e-22      461.493 
   490.538700  9.76966e-25       53.108 
   490.732446  2.54436e-23       90.116 
   490.857672  1.47292e-28     3047.727 
   491.132811  1.34363e-25     1462.057 
   491.325653  1.28878e-25     2080.286 
   491.884601  4.96797e-23      608.183 
   491.934721  7.81591e-22       28.776 
   492.056315  3.75387e-24     1696.695 
   493.393224  1.83518e-26     1943.770 
   493.639976  2.56495e-24      673.522 
   494.557464  2.78278e-23      768.490 
   494.779727  6.84825e-22       48.801 
   494.911680  2.54319e-23     1234.462 
   495.841531  8.72528e-23      150.555 
   496.010396  5.64520e-24     1605.323 
   496.572969  1.69777e-25     1420.784 
   496.688782  2.59704e-23       48.738 
   496.810585  1.38095e-23      948.071 
   496.977592  1.66487e-25     2031.344 
   498.109257  8.25618e-25     1644.593 
   498.657898  6.11617e-24     1146.893 
   498.920326  6.89571e-25     1718.094 
   498.975874  4.13218e-22      526.892 
   499.435686  2.28286e-27     2438.563 
   499.505242  2.53151e-24     1790.456 
   499.887911  2.19826e-28     3425.530 
   500.111000  2.42929e-24     1364.927 
   500.393647  3.59981e-26     2370.601 
   500.431457  1.16595e-22      230.352 
   500.655465  3.33948e-22      299.932 
   500.996051  1.11578e-27     3074.244 
   501.107678  1.99793e-21      229.521 
   501.179559  8.68119e-25     1602.133 
   501.317595  2.40924e-26     1896.109 
   501.332613  2.15665e-28     3480.437 
   501.583856  1.73332e-24      730.425 
   501.751972  5.14256e-27     2741.840 
   501.871666  2.79885e-25     1858.473 
   502.152630  2.15119e-26     2428.375 
   502.194118  8.15604e-26     2133.902 
   502.400373  8.78981e-23      952.987 
   504.511799  1.10963e-22      329.501 
   507.183254  6.91639e-27     2735.793 
   507.330551  5.45355e-22      471.592 
   507.448835  1.50549e-24      760.027 
   507.969170  2.57917e-24     1430.911 
   508.102059  8.56800e-23      447.988 
   508.283496  3.67434e-25     1855.521 
   508.596220  2.90322e-26     2423.266 
   508.709824  7.90641e-22       75.150 
   508.794655  2.04729e-24      492.617 
   509.206212  4.29615e-22      398.776 
   509.891611  1.05750e-23       84.370 
   510.055401  8.58182e-24     1516.430 
   510.515918  1.03438e-25     2022.011 
   511.089699  8.59566e-22       33.247 
   511.223169  5.63611e-23      585.797 
   511.501906  1.43113e-21      243.898 
   512.075987  1.47156e-21      226.817 
   512.085281  3.92988e-22      420.745 
   513.894443  3.23429e-23      742.905 
   515.042176  7.55230e-23      141.611 
   515.421659  6.89095e-23      993.232 
   515.658373  3.23280e-22      318.997 
   515.849396  1.17565e-27     3126.838 
   516.132728  1.64013e-23      919.289 
   516.601951  2.03741e-27     2808.689 
   517.076552  5.51543e-25     1734.736 
   517.100099  3.56270e-22      578.374 
   517.952371  7.41104e-24     1114.919 
   518.187245  2.66796e-26        1.912 
   518.571669  3.05478e-28     3368.197 
   518.750421  3.90552e-22      509.589 
   518.873307  1.73173e-24     1886.523 
   519.187533  2.05674e-21      246.236 
   519.365529  2.99971e-24     1329.763 
   519.674088  1.15048e-22      218.209 
   519.788162  1.52574e-27     3020.057 
   520.382479  1.09164e-24     1563.784 
   520.403099  1.85515e-24      516.953 
   520.644521  6.92117e-27     2690.807 
   521.011947  3.58162e-25     1816.944 
   521.126625  8.20879e-22      292.875 
   521.137096  2.84760e-26     2380.503 
   521.261370  1.06164e-25     2089.199 
   521.277433  6.05591e-25     1083.262 
   521.281205  3.88937e-22      387.068 
   522.191682  6.65241e-22      425.330 
   522.520900  6.22414e-24     1587.894 
   522.650387  3.84485e-23       65.264 
   522.750688  5.64260e-27     2792.192 
   523.762326  8.76555e-24     1169.842 
   523.789591  1.16380e-22      314.156 
   524.779620  1.96372e-25     1923.422 
   525.481132  5.08135e-25     1119.288 
   526.533059  3.42436e-25     1827.669 
   527.404477  9.34715e-23      429.443 
   529.291001  8.59764e-22       95.588 
   529.606882  1.24217e-22      885.167 
   529.974930  9.38597e-22       38.368 
   530.031290  2.88589e-22      586.012 
   530.380695  1.57717e-22      776.954 
   530.537983  6.33548e-23      564.051 
   531.902562  4.26363e-24      172.676 
   532.139444  1.31123e-23     1430.104 
   533.208786  3.72803e-23      717.961 
   533.496739  7.88823e-22      381.827 
   533.610872  1.26119e-25     1503.900 
   534.226180  6.10210e-23      133.307 
   534.572129  9.53190e-26     2179.978 
   535.047469  9.54288e-28     3186.970 
   535.098025  2.21554e-28     2908.008 
   535.433877  1.93321e-23      891.149 
   535.945368  3.17380e-22      338.653 
   536.181150  1.02207e-25     1546.330 
   536.280088  1.14467e-27     2602.335 
   536.362231  2.09594e-21      263.555 
   537.227567  8.91619e-24     1083.585 
   537.252993  4.22065e-28     3311.491 
   537.627979  1.41866e-24      790.212 
   537.763667  1.51803e-27     2547.167 
   538.496863  3.04354e-22      632.257 
   538.575774  2.07434e-27     2966.499 
   538.602750  3.67857e-24     1295.238 
   538.896543  1.10683e-22      206.706 
   539.064313  1.69231e-26     1991.996 
   539.530459  9.25506e-27     2640.406 
   539.570169  1.36358e-24     1526.074 
   539.811455  1.32397e-26     2040.808 
   540.112806  3.74524e-26     2333.265 
   540.139138  4.55386e-25     1776.052 
   540.201855  3.82718e-25       38.026 
   540.317699  1.37303e-25     2045.131 
   540.604578  2.31942e-22       57.117 
   541.705101  2.70819e-23      934.917 
   541.750902  7.65560e-22       64.627 
   541.810549  9.10499e-22      341.048 
   542.176864  3.20981e-27     2316.027 
   543.045424  1.20248e-22      299.453 
   543.413530  1.57318e-21      260.960 
   543.467759  3.95075e-22      443.365 
   543.973247  2.64898e-25     1950.371 
   544.582245  1.74775e-24      541.872 
   544.796900  2.03882e-23     1313.577 
   545.318491  5.68826e-22      493.983 
   545.517232  6.67543e-22      446.984 
   546.579854  9.22527e-22      118.685 
   546.684399  1.00851e-22      411.539 
   546.695394  4.78828e-22      543.536 
   546.802787  7.72644e-22      402.555 
   547.802224  1.02466e-21      302.957 
   547.963879  1.24274e-24      820.981 
   548.734320  8.81007e-22      360.710 
   548.752293  4.54234e-25     2209.358 
   548.838872  1.85558e-22      543.536 
   549.303375  1.01901e-21       44.115 
   549.566359  1.55160e-21      279.086 
   549.712020  3.45843e-22      560.038 
   549.830628  7.05634e-23      542.947 
   549.849116  1.19834e-24     1984.827 
   550.146865  3.98822e-22      595.623 
   550.946726  9.87823e-22      321.458 
   550.952050  3.24773e-26     1790.456 
   551.403153  7.27913e-25     2105.041 
   551.622937  3.65073e-22      466.519 
   552.069386  3.05478e-22      358.890 
   552.078843  1.12559e-21      267.525 
   552.501947  4.26265e-23      693.658 
   553.164864  1.08813e-21      284.803 
   553.214902  7.54187e-23      726.149 
   553.396082  4.44201e-23      125.643 
   553.831106  2.08151e-26     2530.468 
   553.998408  2.69141e-26     2476.474 
   554.212783  2.12755e-21      281.446 
   554.559141  5.10011e-24      360.516 
   554.714969  2.26141e-23      863.648 
   555.121515  1.20803e-21      234.726 
   555.204096  1.17511e-21      250.746 
   555.666358  1.13000e-21       33.693 
   555.678537  1.31637e-25     2129.667 
   555.750334  1.72695e-22      820.137 
   555.932179  5.79668e-28     3255.414 
   556.139421  3.28912e-22      650.219 
   556.484511  1.06507e-23     1052.890 
   556.959853  1.24302e-21      219.286 
   557.087613  5.00126e-25        6.360 
   557.283233  1.26584e-21      204.543 
   557.339842  4.91563e-27     2849.184 
   557.359239  2.80336e-27     2913.573 
   557.823550  4.48104e-24     1261.352 
   558.086600  4.67821e-25     1155.891 
   558.088114  2.87197e-25     2316.027 
   558.101115  1.03271e-22      195.843 
   558.390938  1.28523e-21      190.419 
   558.410200  1.23049e-26     2590.637 
   558.555790  4.74001e-23       84.118 
   558.662458  1.58482e-24      567.377 
   558.743394  1.69192e-24     1489.000 
   558.812542  1.29384e-21      176.962 
   559.080242  4.89755e-26     2286.661 
   559.188644  2.24429e-25     1331.749 
   559.253898  5.75280e-25     1735.796 
   559.363669  1.76514e-25     2001.698 
   559.500416  1.29533e-21      164.140 
   559.632032  2.00207e-23     1346.430 
   559.882160  1.28671e-21      151.971 
   560.318921  1.26818e-21      140.444 
   560.613536  1.23931e-21      129.563 
   560.890988  1.19917e-21      119.325 
   561.094853  1.14731e-21      109.730 
   561.265648  1.08363e-21      100.778 
   561.361363  9.82380e-22      144.398 
   561.392914  1.00712e-21       92.468 
   561.490537  9.17443e-22       84.799 
   561.560317  8.13353e-22       77.771 
   561.608649  6.94032e-22       71.383 
   561.639407  5.57416e-22       65.635 
   561.656772  4.00386e-22       60.527 
   561.664225  2.17811e-22       56.058 
   562.174826  4.86384e-27     2691.574 
   562.281322  1.22174e-22      285.390 
   562.962074  2.57501e-22      688.523 
   563.672437  7.96855e-28     3247.718 
   564.029758  2.99281e-24      616.467 
   564.469289  1.02868e-24      940.306 
   564.666069  5.79801e-25     1808.834 
   564.895866  1.17863e-24     2003.168 
   565.066230  2.68893e-22      707.301 
   565.943589  1.07518e-22      394.275 
   567.304662  3.96533e-25     1193.078 
   567.592724  1.09542e-21       50.538 
   568.464595  5.81941e-23     1063.898 
   568.680204  3.90013e-27     2906.888 
   569.102784  7.78537e-23      522.483 
   569.387157  4.65778e-24     1677.702 
   571.155416  9.20194e-26     1589.334 
   571.383123  2.95719e-22      379.716 
   571.532539  9.59355e-22      331.435 
   571.553305  2.14279e-21      299.932 
   571.775154  4.83370e-23      669.995 
   572.554254  2.70134e-23      118.618 
   573.977528  2.62591e-23      836.788 
   574.052406  1.14177e-24      852.332 
   574.210364  2.59824e-22      640.029 
   574.587811  1.04083e-21      172.676 
   574.609523  7.91734e-28     3199.965 
   574.678311  1.81585e-25     2047.921 
   574.807375  1.20637e-21       36.885 
   575.724204  1.26322e-23     1022.834 
   575.935703  6.78702e-26     2282.308 
   576.042056  1.63938e-21      297.418 
   576.138904  3.76686e-27     2861.276 
   576.499103  9.90101e-28     2658.065 
   577.028795  5.42225e-24     1228.105 
   577.213691  2.18062e-22      766.842 
   577.260741  1.16702e-26     2090.189 
   577.284152  1.62659e-26     2541.500 
   577.289985  9.27640e-23      185.620 
   577.902904  2.08631e-24     1452.565 
   578.039884  6.36472e-26     2240.691 
   578.356873  7.22236e-25     1696.178 
   578.365333  3.56927e-22      490.296 
   578.399838  2.25517e-25     1958.901 
   579.033687  2.34952e-22      757.922 
   579.239034  7.54535e-26     1632.921 
   579.739702  1.83941e-25     2424.967 
   580.132501  1.38032e-22      839.259 
   580.618613  1.46784e-24      593.466 
   580.896540  6.34131e-28     3309.137 
   581.499225  1.21865e-22      271.968 
   581.637713  7.58891e-28     2714.377 
   582.021547  2.31889e-24     1514.030 
   582.291273  3.01772e-22      612.834 
   584.037945  9.25506e-27     2140.152 
   585.183753  1.13235e-22      377.653 
   586.556213  1.62211e-21      316.632 
   587.096637  4.74219e-22      431.216 
   587.315834  1.91990e-24     1903.831 
   587.329370  1.00226e-24      884.267 
   587.370986  1.09845e-21      203.463 
   587.568338  1.17322e-21       57.550 
   588.189307  2.82605e-22      401.125 
   588.355510  8.50706e-23      502.660 
   589.271422  2.14773e-21      318.997 
   589.599589  1.05240e-25       25.518 
   589.642562  3.03375e-23     1265.480 
   590.076669  3.30887e-22      514.629 
   590.187937  2.15516e-22      747.156 
   591.029798  5.43475e-23      646.972 
   591.268323  2.08679e-28     3499.543 
   591.274182  8.34794e-25     2085.319 
   591.418817  1.36640e-24       94.581 
   591.702901  1.10047e-23      112.232 
   591.858183  3.10155e-24      144.398 
   592.737987  1.75420e-22      828.819 
   592.761659  1.02019e-24       74.663 
   593.222257  3.02607e-23      810.567 
   593.285313  1.07542e-27     3145.146 
   593.944980  1.29354e-21       40.715 
   593.963156  8.08499e-22       82.937 
   594.694039  1.07097e-26     2577.251 
   594.915112  5.03361e-27     2809.611 
   594.947627  1.48826e-23      993.418 
   595.212017  3.55287e-25     1230.845 
   596.152719  2.13737e-26     2492.996 
   596.219335  6.51747e-24     1195.496 
   596.263697  1.32703e-24      620.140 
   596.465217  7.92646e-23      176.038 
   596.992202  8.22582e-26     2195.355 
   597.049434  2.55611e-24     1416.768 
   597.186342  1.63072e-24      116.862 
   597.426754  2.86470e-25     1916.739 
   597.448699  9.01321e-25     1657.196 
   597.601139  2.86075e-24       13.313 
   598.308355  1.44537e-26     2640.279 
   598.533016  3.11731e-22      698.521 
   598.779709  1.17809e-25     2148.202 
   598.870137  1.61875e-23     1394.899 
