freq (GHz)   S (cm-1/mol/cm^2)  E_low (cm-1) 
   389.442622  2.02479e-23       64.119 
   390.110876  1.01925e-24     1459.179 
   390.493234  2.55140e-24     1305.001 
   390.522438  2.20384e-24      588.675 
   390.897884  2.42426e-26     2346.241 
   391.026175  2.02479e-22       29.033 
   391.038952  1.73772e-22      682.867 
   391.521959  6.81050e-23      117.272 
   391.670093  4.04743e-22      296.216 
   391.753597  2.72759e-24     1233.576 
   391.997448  1.38509e-24      812.674 
   392.634773  4.78717e-28     3154.660 
   392.772222  1.26380e-25     1411.361 
   393.008617  1.41605e-21      140.893 
   393.065868  6.56719e-24     1027.030 
   393.073876  9.14070e-23      189.650 
   394.035531  1.41768e-23      839.576 
   394.127457  8.81616e-23      281.250 
   394.135146  1.08712e-22      792.366 
   394.647523  2.72948e-23      671.246 
   394.719269  6.92914e-23      392.061 
   394.883164  4.65242e-23      522.066 
   394.945022  5.61797e-22      291.678 
   395.620126  6.22557e-22      287.922 
   396.098813  4.94970e-25     1529.131 
   396.151196  3.27325e-22      196.982 
   396.215239  2.28339e-27     2818.772 
   398.049800  3.17453e-25     1787.585 
   398.751503  4.92583e-23     1007.911 
   399.017566  2.10077e-22      601.701 
   399.491231  9.89417e-27     2501.669 
   400.694332  8.44072e-22      113.002 
   401.171150  9.53629e-26     2057.421 
   401.308999  3.35335e-22      436.205 
   401.629656  4.39015e-22       24.398 
   402.459949  3.88847e-26     2203.408 
   403.010166  2.51466e-22      304.851 
   403.861260  2.70196e-24      562.687 
   404.161848  1.06679e-27     3038.559 
   404.468518  3.18185e-22      212.454 
   405.117178  1.38541e-25     1924.038 
   405.816619  3.71005e-25     1180.604 
   406.208518  2.43713e-24      378.076 
   407.060560  2.76554e-24      357.341 
   407.457315  4.46662e-25     1663.608 
   408.070622  3.75560e-24     1203.123 
   408.583315  8.69119e-24       59.020 
   408.596770  5.00011e-27     2708.893 
   409.473290  1.30101e-24     1422.161 
   410.563927  7.14956e-22      252.018 
   410.655089  9.05064e-25      908.111 
   410.733016  6.03225e-23      108.981 
   411.156389  3.41648e-24     1199.739 
   411.515752  6.72325e-28     3099.308 
   411.539224  2.48702e-27     2310.664 
   412.210210  4.75751e-22      277.928 
   412.356624  9.20618e-23      178.165 
   412.495965  8.06639e-24      996.379 
   412.694952  1.54340e-21      154.002 
   412.695597  2.29868e-22      625.478 
   412.857555  5.82880e-28     2687.542 
   413.472307  9.43147e-23      266.568 
   413.479030  1.70561e-23      812.114 
   413.762237  5.31104e-22      330.103 
   413.797600  6.40736e-26     1615.954 
   413.946818  4.84595e-22       29.724 
   414.089725  3.21055e-23      646.976 
   414.112264  7.71044e-23      374.182 
   414.308660  5.33432e-23      500.991 
   414.406484  6.86878e-25     1007.911 
   415.196294  3.15485e-27     2766.564 
   416.058589  1.98600e-24       70.539 
   416.163399  7.40081e-27     2118.393 
   416.661482  2.16910e-26     2398.057 
   417.789921  9.55607e-25     1443.373 
   417.884603  8.26379e-26     2106.131 
   418.463640  1.05823e-27     2802.524 
   418.563770  1.34363e-26     2452.614 
   419.070938  5.31348e-22      222.079 
   419.195185  8.83241e-25     1579.184 
   419.781548  2.79370e-23     1170.060 
   420.141436  3.04845e-26     2118.261 
   421.614690  5.19253e-26     2157.512 
   421.903644  7.95022e-22      218.874 
   422.080094  5.40978e-22       18.659 
   422.517715  2.61625e-24     1280.384 
   423.892084  1.00712e-21      137.783 
   424.148593  2.03554e-23     1248.177 
   424.344136  1.81752e-25     1881.309 
   424.755789  2.22167e-25     1295.218 
   425.492039  1.40242e-22      444.894 
   425.503943  1.14731e-24      875.716 
   425.714118  3.70492e-24     1266.183 
   425.716707  9.01321e-28     3097.259 
   426.217775  1.08188e-23     1021.734 
   426.248880  3.89654e-23     1094.375 
   426.285319  1.66180e-24     1360.459 
   426.745787  5.75678e-25     1624.050 
   427.558432  2.09112e-24     1384.295 
   428.537940  1.63448e-21      167.768 
   428.811835  1.64657e-24     1385.781 
   429.917476  4.98287e-23      101.329 
   429.952418  8.54829e-22      188.460 
   429.983131  2.84695e-23      803.351 
   430.114371  1.14046e-24     1536.656 
   430.281028  3.32108e-22      228.533 
   430.388393  9.37301e-28     3044.585 
   430.532812  4.24306e-24     1166.542 
   431.103880  2.38275e-24      671.842 
   431.498355  1.07468e-21      179.871 
   431.607525  9.02982e-23      167.319 
   431.659023  4.00755e-23     1079.976 
   431.897310  9.81927e-24      966.368 
   432.132955  6.72016e-23      611.064 
   432.611597  4.33291e-27     2764.477 
   432.782980  9.92383e-23      252.527 
   432.891595  2.03273e-23      785.293 
   432.969737  3.51787e-26     1749.688 
   433.470473  8.46992e-23      356.944 
   433.499123  3.73921e-23      623.347 
   433.699995  6.05033e-23      480.557 
   434.166675  4.32394e-27     2714.988 
   434.676949  4.10941e-22      334.820 
   435.030722  1.98189e-24      642.388 
   435.115756  3.72031e-27     2271.174 
   435.379804  8.89773e-22      160.735 
   435.848712  4.96797e-22      370.919 
   436.210518  1.86500e-26     2450.533 
   436.417788  3.01703e-22      570.808 
   436.799580  5.32573e-24      202.948 
   436.997069  2.68893e-26     1786.286 
   437.623246  1.81125e-26     2404.192 
   437.729025  2.32959e-24      615.238 
   437.742710  8.22393e-22      234.333 
   438.103994  8.67320e-22      202.904 
   438.431836  7.66619e-22      268.321 
   438.528702  9.57148e-23      855.979 
   438.857501  3.13747e-25     1833.100 
   438.903444  8.96766e-22      135.665 
   439.057251  8.97179e-22      174.047 
   439.915916  4.94060e-24      403.443 
   440.197704  1.50966e-23     1328.636 
   440.238191  9.07359e-22      147.769 
   440.562071  2.90723e-25     1256.431 
   440.690545  7.04335e-22      304.851 
   440.753937  6.87827e-26     2112.251 
   441.125784  8.74137e-22      113.219 
   441.160646  2.48530e-24      399.392 
   441.174032  5.96457e-22       21.207 
   441.391749  8.93674e-22      124.072 
   441.872643  5.49641e-23     1021.212 
   442.177214  3.24399e-22      245.178 
   442.368490  8.52863e-22      102.956 
   442.490686  8.20690e-22       93.374 
   442.690360  5.45229e-22       35.180 
   443.007063  2.57383e-25     1879.367 
   443.106678  7.82851e-22       84.417 
   443.301746  7.35833e-22       76.115 
   443.322284  4.62678e-22      315.315 
   443.553150  2.36635e-25     1839.215 
   443.607029  6.81364e-22       68.450 
   443.759311  6.18414e-22       61.430 
   443.907075  5.46738e-22       55.049 
   443.995151  4.65457e-22       49.309 
   444.059883  3.73576e-22       44.208 
   444.097798  2.68831e-22       39.747 
   444.119110  1.47123e-22       35.923 
   445.052144  6.39263e-22      343.905 
   445.532602  2.01316e-25        6.346 
   445.662015  5.81272e-22       42.076 
   446.013867  7.36003e-25     1585.130 
   447.082564  2.23758e-24      421.292 
   447.275249  1.74092e-21      182.063 
   447.897270  1.55482e-24       13.280 
   447.981198  1.96689e-22      656.899 
   448.127577  2.06671e-24     1350.040 
   448.662723  7.59765e-28     3156.594 
   448.811048  3.28533e-22      483.069 
   449.079357  3.70834e-23       94.317 
   449.253120  1.29712e-27     2990.491 
   449.531472  1.17079e-21      164.876 
   449.651565  4.75203e-26     1704.529 
   449.884155  5.22492e-24     1133.983 
   450.644440  7.66089e-26     2155.450 
   450.830173  8.57984e-23      157.113 
   451.271338  1.18517e-23      936.996 
   452.012371  5.74089e-22      385.457 
   452.062461  1.02560e-22      239.126 
   452.274889  2.40038e-23      759.112 
   452.796567  9.18077e-23      340.347 
   452.877656  4.31101e-23      600.360 
   452.949533  5.20091e-27     2219.668 
   453.059407  6.78702e-23      460.764 
   453.126878  5.88409e-27     2664.042 
   453.525606  3.66758e-27     2820.709 
   453.698062  5.75678e-24       22.662 
   456.670235  2.42314e-26     2356.402 
   456.753706  7.69625e-25      974.629 
   459.535911  3.89834e-22      518.906 
   459.878364  9.04439e-26     2067.624 
   460.150247  1.61428e-24     1466.285 
   460.271031  6.60966e-22       24.394 
   460.502561  9.34285e-25      941.076 
   460.746762  2.14378e-22       41.754 
   460.836602  7.09707e-25     1666.035 
   460.964639  4.59388e-22      414.107 
   461.125014  1.96598e-25     1328.636 
   461.981009  5.10716e-22      429.484 
   462.745000  3.05689e-25     1797.757 
   463.536366  6.42213e-26     2205.469 
   463.540996  7.03849e-26     2016.652 
   463.836235  1.82045e-21      196.982 
   464.060682  9.96046e-25       52.971 
   464.237845  7.78537e-23      950.659 
   464.269644  1.65226e-26     2503.634 
   464.955882  3.29518e-22      262.418 
   464.957717  1.40922e-23       34.438 
   465.262460  9.34070e-25     1546.847 
   467.421563  2.57383e-24     1314.936 
   467.902481  1.13679e-23     1411.361 
   468.110349  1.78229e-27     2937.027 
   468.222289  2.30664e-23       87.943 
   469.211473  6.38233e-24     1102.063 
   470.027893  7.84114e-23      147.547 
   470.126325  6.30782e-28     3216.570 
   470.619447  1.41801e-23      908.264 
   471.313795  1.03939e-22      226.365 
   471.630529  2.80983e-23      733.571 
   472.077391  7.95205e-27     2613.728 
   472.092971  9.81927e-23      324.390 
   472.129034  3.42199e-22      343.905 
   472.153558  1.27520e-21      210.196 
   472.182796  1.78640e-25     1374.508 
   472.227196  4.92243e-23      578.012 
   472.389077  7.52973e-23      441.611 
   472.739918  1.97460e-24      670.116 
   473.441082  6.67697e-22       57.123 
   473.891380  3.27853e-23     1154.253 
   474.873102  5.27326e-24     1601.870 
   475.243541  4.50484e-22      475.959 
   475.341669  7.06121e-22      255.662 
   475.705308  3.21869e-26     2309.246 
   475.938805  4.41855e-22      355.043 
   476.108880  2.19523e-24      443.774 
   476.127698  4.03255e-22      375.743 
   476.645363  2.23707e-25     1334.569 
   477.426116  1.71901e-24      698.428 
   477.631854  1.32397e-21      194.264 
   478.081624  7.80691e-24     1513.184 
   478.860765  3.13891e-27     2877.573 
   478.988629  1.18081e-25     2023.632 
   479.152273  3.21425e-22      280.233 
   479.309992  7.31104e-22       28.220 
   480.055437  4.92469e-22      469.803 
   480.965132  2.84105e-27     2685.270 
   481.531765  2.67657e-26     1841.709 
   481.847618  9.44668e-25      938.099 
   481.920450  3.92084e-25     1756.935 
   481.927165  1.38637e-26     2557.406 
   482.025135  1.90318e-21      212.454 
   483.510733  3.61892e-24     1692.934 
   483.642415  2.56554e-23       48.564 
   484.492449  1.17647e-24     1509.201 
   484.689082  2.68274e-27     2375.875 
   486.402161  6.42213e-22       48.472 
   486.556021  1.99609e-24      466.839 
   486.596250  1.16837e-24     1551.003 
   486.694814  3.18185e-24     1280.471 
   486.698164  3.45843e-26     1795.404 
   486.960493  2.43321e-27     2884.192 
   487.309387  2.00484e-25     1973.769 
   487.349831  9.62231e-24       82.207 
   488.369420  8.36333e-23      921.809 
   488.516151  7.73356e-24     1070.783 
   488.762719  4.19449e-22      459.655 
   489.203852  6.81521e-23      138.620 
   489.942961  1.68298e-23      880.172 
   490.440474  1.09870e-22      882.798 
   490.539553  1.03010e-22      214.244 
   490.740296  1.00272e-24     1622.117 
   490.802193  3.58162e-27     2323.230 
   490.960031  3.25971e-23      708.670 
   491.018694  1.06728e-26     2564.046 
   491.362195  1.03485e-22      309.074 
   491.549487  5.56646e-23      556.305 
   491.691096  8.25999e-23      423.099 
   491.788161  1.17052e-23     1426.969 
   491.937057  3.94075e-22      524.858 
   492.770964  4.62359e-27     2204.494 
   492.883307  4.28134e-24      172.252 
   492.899151  3.49043e-24     1344.018 
   493.634026  1.47598e-25     1917.848 
   494.299857  2.58928e-25     1926.154 
   494.729022  4.24697e-26     2262.722 
   495.286969  3.12377e-22      532.227 
   496.511321  7.47445e-25     1008.755 
   496.512517  2.85482e-24      615.011 
   496.919711  6.05312e-22      423.500 
   497.055643  7.43326e-22       74.869 
   498.085382  1.53101e-25     1980.274 
   498.409999  1.80459e-22      714.353 
   498.433553  8.05155e-22       32.683 
   498.933605  2.60663e-27     2935.091 
   498.995036  1.96462e-21      228.533 
   499.858269  5.43850e-25     1755.545 
   499.976303  3.19874e-22      298.638 
   500.228123  1.09794e-23     1091.907 
   500.474088  6.30492e-25     1043.465 
   501.080251  4.99435e-25     1716.749 
   501.305189  6.94671e-28     3167.757 
   501.688237  5.01163e-24      359.653 
   501.920146  1.78599e-22      491.811 
   502.174327  2.78535e-26        1.908 
   502.378080  5.97144e-26     2256.069 
   503.704700  1.47089e-24     1472.192 
   504.462074  2.52336e-24     1786.286 
   505.009918  7.87915e-25     1638.486 
   505.803958  3.29974e-27     2831.988 
   505.948328  3.90373e-24     1246.643 
   506.314171  8.64130e-24     1496.295 
   507.799131  9.30206e-24     1040.141 
   507.837645  1.45640e-21      225.946 
   508.361015  5.52560e-23      130.331 
   508.502171  1.64429e-24      727.319 
   508.926078  3.12018e-23      865.822 
   509.134958  4.81814e-26     2307.408 
   509.243317  1.98143e-23      852.720 
   509.667597  4.14361e-22      397.107 
   509.742703  9.94900e-23      202.762 
   509.951262  1.42324e-26     2514.995 
   509.961475  7.22569e-22      379.976 
   510.079284  2.81825e-25     1821.885 
   510.265091  3.74869e-23      684.410 
   510.606533  1.07394e-22      294.397 
   510.846501  6.23418e-23      535.238 
   510.891158  1.43641e-21      242.885 
   510.967490  8.95528e-23      405.227 
   511.423846  3.70834e-23       65.014 
   511.601017  1.90625e-24      490.486 
   512.042373  3.41648e-22      576.158 
   512.086023  7.95388e-23      665.786 
   513.432993  1.22202e-26     2611.788 
   513.433702  4.91676e-25     1728.769 
   513.519658  3.92536e-25       37.920 
   513.603206  1.68997e-25     1415.016 
   513.741928  5.56646e-26     2216.832 
   513.826461  1.76677e-23     1343.319 
   515.605438  3.10513e-22      317.621 
   516.082241  3.83777e-22      418.990 
   516.813241  8.11483e-22       95.294 
   516.870690  2.02199e-21      245.178 
   517.041586  1.38255e-25     1456.108 
   517.169258  1.97187e-25     1937.551 
   517.207808  4.47280e-26     1692.934 
   517.246989  8.80196e-22       37.795 
   517.525470  1.53348e-22      817.693 
   518.148087  1.44737e-24      756.793 
   518.828308  3.77902e-22      507.551 
   519.611887  8.38261e-22      339.195 
   520.047094  9.52093e-28     3113.035 
   520.225139  6.31800e-25     1677.199 
   522.900063  1.82675e-24     1435.820 
   523.261316  2.67534e-23     1230.722 
   524.494357  2.46933e-26     1888.577 
   524.641146  4.44815e-27     2780.414 
   524.977081  1.73812e-24      514.716 
   525.183083  4.75532e-24     1213.454 
   526.211213  2.21044e-27     2993.233 
   526.321813  6.21412e-22      444.894 
   526.555073  9.46410e-22      301.119 
   526.931415  5.30859e-22      491.811 
   527.061695  1.11014e-23     1010.138 
   527.099330  7.18256e-22      400.535 
   527.381955  1.95830e-26     1936.030 
   527.502169  4.03626e-23      122.681 
   527.725517  8.70722e-22      291.678 
   527.921483  9.98342e-27     2666.863 
   528.521693  2.31408e-23      825.907 
   528.765127  8.18049e-22      358.750 
   528.875560  1.88573e-26     2466.576 
   528.925487  9.31921e-23      191.919 
   529.297435  2.41813e-27     2429.079 
   529.458062  4.48311e-22      541.267 
   529.547021  4.27444e-23      660.789 
   529.828214  1.09592e-22      280.360 
   530.119754  6.91320e-23      514.811 
   530.220209  9.59355e-23      387.995 
   530.315322  1.50169e-25     2070.802 
   530.333074  1.07939e-24     1998.962 
   530.492020  6.87036e-25     2100.565 
   530.889356  9.16810e-22      319.551 
   531.429899  1.85772e-27     2482.865 
   531.477439  1.04203e-21      265.712 
   531.760639  6.96754e-27     2570.730 
   532.744567  7.24902e-26     2171.576 
   533.134952  1.00944e-21      282.945 
   533.153630  5.87191e-25     1078.752 
   533.373467  8.75748e-22      118.366 
   534.069306  2.06196e-21      262.418 
   534.169650  7.14956e-22       64.256 
   534.416326  3.74955e-22      593.238 
   534.947789  1.11938e-21      232.947 
   535.005641  3.96624e-25     1847.738 
   535.201742  3.04214e-22      337.191 
   535.265197  1.09038e-21      248.934 
   535.392521  2.93481e-22      629.839 
   536.240886  2.52336e-25     1895.463 
   536.577324  9.56708e-22       43.531 
   537.136810  1.15313e-21      217.518 
   537.276364  1.78147e-24     1881.857 
   537.390915  1.17376e-21      202.801 
   538.683237  1.19201e-21      188.693 
   538.785027  1.29712e-27     3058.941 
   539.106367  1.19972e-21      175.258 
   539.195784  4.37904e-22      385.457 
   539.355835  7.93925e-25     1638.285 
   539.614356  1.05361e-21       32.738 
   539.649358  1.55876e-21      259.927 
   539.826794  2.91058e-25     1248.177 
   539.893801  1.20110e-21      162.454 
   539.905635  2.10126e-22       56.859 
   539.973717  2.87991e-22      583.690 
   540.300314  1.19283e-21      150.305 
   540.793513  1.17592e-21      138.796 
   541.019364  7.20078e-23      989.864 
   541.055342  5.23696e-25        6.346 
   541.115225  1.14863e-21      127.933 
   541.392319  2.66612e-23     1262.325 
   541.426519  1.11142e-21      117.712 
   541.652392  1.06311e-21      108.134 
   541.717924  1.71743e-24     1899.778 
   541.844214  1.00387e-21       99.198 
   541.987024  9.32780e-22       90.902 
   542.079368  2.25309e-24     1400.085 
   542.097696  8.49531e-22       83.247 
   542.177438  7.53146e-22       76.232 
   542.233547  6.42509e-22       69.856 
   542.257673  3.10727e-22      647.698 
   542.270129  5.15916e-22       64.119 
   542.291785  3.70578e-22       59.020 
   542.302297  2.01548e-22       54.560 
   542.321593  5.01048e-25     1114.620 
   542.984626  2.10223e-22      755.391 
   543.218532  4.44098e-25     2204.494 
   543.472450  5.95908e-27     2729.470 
   544.176029  3.81574e-22      441.503 
   544.400032  5.75148e-24     1180.902 
   544.719637  1.34580e-24      786.846 
   544.771958  1.79920e-27     3052.040 
   546.304885  1.31546e-23      980.774 
   546.629913  2.46252e-23      115.670 
   547.415732  1.62772e-24      539.528 
   547.613489  9.39246e-22      144.037 
   547.779682  2.68151e-23      799.733 
   547.792049  2.48359e-26     2418.789 
   548.090393  8.40000e-23      181.716 
   548.265635  1.55088e-21      277.928 
   548.333613  1.61428e-22      774.076 
   548.807215  4.83147e-23      637.807 
   549.029372  1.09744e-22      266.963 
   549.370664  7.58891e-23      495.024 
   549.451135  1.01456e-22      371.403 
   549.682793  4.45122e-23       83.781 
   550.722393  3.35490e-22      557.788 
   551.077250  1.25337e-25     1497.772 
   551.699871  2.93278e-22      357.341 
   551.737473  9.38381e-26     2126.953 
   551.767286  2.09305e-21      280.233 
   552.130565  3.14253e-24      144.037 
   553.329138  2.55493e-22      704.621 
   553.583420  6.58536e-24     1583.405 
   553.993272  2.08439e-25     2021.811 
   554.299238  3.49526e-26     2411.956 
   554.708257  1.02891e-21       49.947 
   554.798533  3.55532e-22      464.563 
   555.300879  3.20833e-25     1854.010 
   557.046036  4.53711e-26     2359.280 
   557.121367  8.60160e-25     1710.186 
   557.519322  1.75703e-27     3005.477 
   557.604147  1.18872e-24      817.482 
   558.108905  1.23305e-24      870.607 
   558.473049  9.91241e-25     1600.008 
   558.717549  1.12662e-21       35.923 
   559.878134  1.03724e-25     1540.018 
   560.590148  1.00364e-21      172.252 
   561.243430  2.76045e-24     1364.988 
   561.696029  2.49505e-22      685.885 
   562.298262  7.93559e-27     2679.157 
   562.636282  1.48176e-24      564.922 
   562.699980  1.72934e-26     1984.050 
   562.756044  2.75600e-24     1803.113 
   562.909013  1.08313e-25       25.432 
   563.600112  6.90843e-24     1148.989 
   564.583514  8.81007e-27     2722.522 
   564.750596  2.74144e-25     1942.642 
   565.148226  2.81501e-22      695.911 
   565.529773  1.54732e-23      952.049 
   565.746667  1.00596e-23      109.297 
   566.701181  3.25147e-26     2371.635 
   566.918420  3.20759e-24     1424.463 
   567.017617  3.08304e-23      774.198 
   567.239689  7.20243e-23      172.151 
   567.842152  2.08439e-22      763.980 
   568.047383  5.41227e-23      615.466 
   568.111216  1.60059e-27     2537.215 
   568.212053  1.07542e-22      254.205 
   568.569734  4.76518e-24      318.295 
   568.601560  8.24478e-23      475.876 
   568.625233  2.91058e-25     2310.664 
   568.662081  1.05847e-22      355.450 
   568.964687  3.23206e-24      560.555 
   569.091514  2.10853e-21      298.638 
   569.377267  1.56848e-26     2458.973 
   570.147599  4.53189e-25     1151.066 
   570.537957  2.83648e-22      378.076 
   570.721169  1.20720e-25     2082.964 
   570.779557  9.85778e-25       74.335 
   571.033644  1.30161e-24       94.171 
   571.089845  1.38797e-26     2032.650 
   571.168615  1.08113e-25     2170.481 
   571.405997  3.99282e-23     1184.062 
   572.591378  1.62510e-21      296.216 
   573.527283  1.06827e-21      202.948 
   573.989860  6.98038e-27     2778.907 
   574.349843  4.05489e-25     1813.193 
   574.797858  1.10301e-21       56.942 
   574.927127  1.51768e-27     3111.459 
   575.921045  1.24532e-27     2592.142 
   576.075314  1.00411e-21      330.103 
   576.250310  2.36635e-27     2952.641 
   577.084538  2.16311e-23     1309.387 
   577.275732  6.44435e-25       56.859 
   577.577476  1.22993e-24     1562.366 
   577.816780  1.20970e-21       39.747 
   578.239697  2.17110e-22      541.267 
   578.776203  1.53031e-24      116.359 
   579.199616  3.44968e-22      488.231 
   580.393047  3.36031e-24     1330.528 
   580.568386  1.26642e-24     1979.596 
   580.876479  1.08462e-23     1164.687 
   581.118966  1.05070e-26     2629.475 
   581.178486  1.08263e-24      848.698 
   581.687603  2.99488e-24       13.280 
   582.710680  2.57917e-22      637.462 
   582.740071  3.88221e-25     1188.093 
   582.784236  8.24289e-24     1117.715 
   583.118547  1.04347e-25     2551.279 
   583.301800  3.67011e-22      639.244 
   583.399472  1.36735e-24      590.898 
   584.020492  2.93413e-22      610.358 
   584.720648  1.61726e-21      315.315 
   584.733138  8.16543e-27     2100.565 
   584.737403  1.80709e-23      923.963 
   585.603404  4.23135e-26     2325.113 
   585.857192  1.68764e-22      825.750 
   586.237581  3.51625e-23      749.303 
   586.352461  6.26007e-26     2665.712 
   586.375518  5.76208e-23      163.225 
   586.688533  2.11387e-21      317.621 
   587.268573  6.01007e-23      593.764 
   587.321378  1.78640e-25     2040.290 
   587.378212  1.02773e-22      242.086 
   587.549921  2.71381e-22      399.392 
   587.687627  7.49513e-22       82.513 
   587.730394  1.13078e-21      236.058 
   587.813310  8.86093e-23      457.369 
   587.854792  1.08813e-22      340.137 
   588.801453  9.12808e-26     1582.837 
   589.696171  1.54376e-25     2039.609 
   589.848053  3.45764e-25       41.754 
   590.571500  2.09787e-22      744.280 
   590.818443  4.43077e-24     1709.062 
   590.947485  1.20859e-27     3171.560 
   591.217115  1.16327e-21       64.696 
   592.191715  1.76189e-25     2439.219 
   592.571607  3.21573e-22      512.461 
   592.780863  3.31726e-23      930.886 
   593.142207  3.24548e-26     2350.043 
   593.388371  5.09307e-25     1773.010 
   594.087148  6.07406e-23     1060.159 
   594.407167  9.07568e-23      723.078 
   594.861956  1.63222e-24      140.893 
   594.978316  3.16869e-27     2900.436 
   596.124148  9.55167e-25      880.495 
   596.516743  1.40469e-22      836.082 
   596.669798  1.51628e-24     1525.362 
   596.909046  1.29831e-21       44.208 
   597.519231  4.65778e-22      585.365 
   598.493100  2.45346e-26     2519.120 
   599.528999  4.06330e-24     1296.705 
   599.550556  4.59493e-23      104.865 
   599.752251  1.23959e-24      617.456 
   599.934941  1.38350e-26     2580.424 
